Delivery_ID,Driver_ID,Timestamp,Order_Value_INR,OBD_Status,Customer_Claim_Filed,GPS_Distance_KM,Odometer_Distance_KM
DEL-10999,DRV-043,2026-09-02 11:12:00,20268,Refused,No,11.98,12.54
DEL-10760,DRV-042,2026-09-02 11:12:00,2572,N/A,Yes,14.69,15.25
DEL-10820,DRV-041,2026-09-02 11:12:00,3484,Accepted,No,1.1,1.15
DEL-10983,DRV-029,2026-09-02 11:13:00,10479,Refused,No,8.56,8.7
DEL-10892,DRV-003,2026-09-02 11:13:00,24595,Accepted,Yes,4.78,4.92
DEL-10811,DRV-035,2026-09-02 11:14:00,6693,Accepted,Yes,8.76,9.05
DEL-10718,DRV-013,2026-09-02 11:14:00,4031,Refused,Yes,14.62,15.31
DEL-10835,DRV-041,2026-09-02 11:15:00,7721,N/A,Yes,15.98,16.65
DEL-10966,DRV-009,2026-09-02 11:16:00,5040,N/A,Yes,4.93,5.15
DEL-10891,DRV-050,2026-09-02 11:17:00,13109,Refused,Yes,14.58,15.16
DEL-10994,DRV-009,2026-09-02 11:18:00,615,N/A,No,19.25,19.45
DEL-10934,DRV-037,2026-09-02 11:20:00,2332,Refused,No,8.25,8.62
DEL-10864,DRV-026,2026-09-02 11:20:00,15078,Refused,No,6.15,6.31
DEL-10907,DRV-050,2026-09-02 11:20:00,16443,Refused,Yes,13.12,13.71
DEL-10874,DRV-041,2026-09-02 11:21:00,14753,N/A,No,17.67,18.49
DEL-10712,DRV-036,2026-09-02 11:21:00,22502,Refused,No,4.93,5.05
DEL-10992,DRV-010,2026-09-02 11:21:00,23832,Accepted,No,4.4,4.5
DEL-10872,DRV-035,2026-09-02 11:22:00,18474,Refused,Yes,18.76,19.68
DEL-10768,DRV-042,2026-09-02 11:24:00,5167,Accepted,Yes,17.18,17.5
DEL-10739,DRV-013,2026-09-02 11:24:00,6313,N/A,Yes,6.59,8.44
DEL-10973,DRV-040,2026-09-02 11:24:00,20967,Refused,Yes,5.39,5.52
DEL-10998,DRV-010,2026-09-02 11:24:00,11936,Accepted,Yes,2.05,2.14
DEL-10982,DRV-003,2026-09-02 11:24:00,17412,N/A,Yes,11.6,11.8
DEL-10868,DRV-026,2026-09-02 11:24:00,3227,Accepted,No,10.96,11.34
DEL-10815,DRV-044,2026-09-02 11:25:00,7174,Refused,No,8.55,8.7
DEL-10937,DRV-037,2026-09-02 11:25:00,16962,N/A,Yes,3.84,3.9
DEL-10776,DRV-042,2026-09-02 11:26:00,12279,Accepted,No,9.29,9.71
DEL-10824,DRV-013,2026-09-02 11:27:00,17478,Refused,Yes,17.16,17.35
DEL-10951,DRV-035,2026-09-02 11:29:00,18405,N/A,No,5.03,5.19
DEL-10853,DRV-013,2026-09-02 11:29:00,24700,Accepted,No,3.77,3.93
DEL-10968,DRV-050,2026-09-02 11:32:00,19008,Accepted,No,3.76,3.81
DEL-10726,DRV-036,2026-09-02 11:32:00,7082,Accepted,No,13.02,13.51
DEL-10963,DRV-026,2026-09-02 11:33:00,3376,N/A,No,13.48,13.9
DEL-10893,DRV-044,2026-09-02 11:33:00,11086,Accepted,Yes,19.26,20.03
DEL-10936,DRV-041,2026-09-02 11:33:00,10487,N/A,Yes,8.27,8.46
DEL-10735,DRV-036,2026-09-02 11:34:00,17241,N/A,No,8.39,8.71
DEL-10940,DRV-037,2026-09-02 11:34:00,18461,Refused,No,15.16,15.36
DEL-10912,DRV-013,2026-09-02 11:35:00,6778,Accepted,Yes,3.03,3.13
DEL-10942,DRV-013,2026-09-02 11:37:00,21872,N/A,Yes,10.27,10.6
DEL-10965,DRV-037,2026-09-02 11:38:00,10736,N/A,No,3.9,4.01
DEL-10741,DRV-036,2026-09-02 11:40:00,5773,N/A,No,6.02,6.08
DEL-10859,DRV-042,2026-09-02 11:41:00,6219,Refused,No,13.33,13.64
DEL-10980,DRV-026,2026-09-02 11:43:00,24829,N/A,Yes,12.62,13.01
DEL-10969,DRV-035,2026-09-02 11:43:00,17889,Refused,Yes,19.02,19.85
DEL-10956,DRV-042,2026-09-02 11:44:00,12974,N/A,Yes,8.34,8.72
DEL-10985,DRV-042,2026-09-02 11:46:00,24179,N/A,Yes,9.58,9.74
DEL-10899,DRV-044,2026-09-02 11:46:00,20984,Accepted,Yes,12.75,13.06
DEL-10770,DRV-036,2026-09-02 11:49:00,18511,Accepted,No,9.76,11.63
DEL-10972,DRV-013,2026-09-02 11:49:00,6553,Accepted,No,3.03,3.13
DEL-10816,DRV-036,2026-09-02 11:52:00,8815,Refused,No,11.54,12.01
DEL-10819,DRV-036,2026-09-02 11:56:00,22931,N/A,Yes,12.67,12.88
DEL-10938,DRV-044,2026-09-02 11:58:00,13373,Refused,Yes,14.9,15.18
DEL-10976,DRV-013,2026-09-02 12:04:00,13888,Accepted,No,5.3,5.55
DEL-10879,DRV-036,2026-09-02 12:06:00,13991,N/A,No,8.1,8.31
DEL-10894,DRV-036,2026-09-02 12:09:00,8800,Refused,No,10.9,11.1
DEL-10960,DRV-044,2026-09-02 12:12:00,20987,Refused,Yes,7.69,8.07
DEL-10901,DRV-036,2026-09-02 12:24:00,11880,Refused,Yes,15.98,16.15
DEL-10964,DRV-044,2026-09-02 12:26:00,20997,N/A,Yes,12.64,12.98
DEL-10920,DRV-036,2026-09-02 12:38:00,19529,Refused,Yes,8.89,9.22
